Sequence Name	Annotation GO ID	Annotation GO Term	Annotation GO Category
CSH1-10g47104	GO:0004497	monooxygenase activity	Molecular Function
CSH1-10g47107			
CSH1-10g47110	GO:0005488	binding	Molecular Function
CSH1-10g47114			
CSH1-10g47122			
CSH1-10g47136			
CSH1-10g47138	GO:0003676	nucleic acid binding	Molecular Function
CSH1-10g47138	GO:0004358	L-glutamate N-acetyltransferase activity, acting on acetyl-L-ornithine as donor	Molecular Function
CSH1-10g47138	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-10g47138	GO:0005524	ATP binding	Molecular Function
CSH1-10g47138	GO:0006526	L-arginine biosynthetic process	Biological Process
CSH1-10g47145	GO:0016020	membrane	Cellular Component
CSH1-10g47152			
CSH1-10g47161	GO:0016020	membrane	Cellular Component
CSH1-10g47168			
CSH1-10g47169			
CSH1-10g47170			
CSH1-10g47173			
CSH1-10g47180			
CSH1-10g47183	GO:0016020	membrane	Cellular Component
CSH1-10g47186			
CSH1-10g47191			
CSH1-10g47201			
CSH1-10g47202			
CSH1-10g47206			
CSH1-10g47209			
CSH1-10g47222			
CSH1-10g47232			
CSH1-10g47233			
CSH1-10g47237			
CSH1-10g47238			
CSH1-10g47244			
CSH1-10g47246			
CSH1-10g47254	GO:0016020	membrane	Cellular Component
CSH1-10g47260			
CSH1-10g47261			
CSH1-10g47274	GO:0003723	RNA binding	Molecular Function
CSH1-10g47274	GO:0004386	helicase activity	Molecular Function
CSH1-10g47274	GO:0005524	ATP binding	Molecular Function
CSH1-10g47274	GO:0005634	nucleus	Cellular Component
CSH1-10g47282			
CSH1-10g47283	GO:0005576	extracellular region	Cellular Component
CSH1-10g47283	GO:0016020	membrane	Cellular Component
CSH1-10g47283	GO:0017040	N-acylsphingosine amidohydrolase activity	Molecular Function
CSH1-10g47283	GO:0042759	long-chain fatty acid biosynthetic process	Biological Process
CSH1-10g47283	GO:0046512	sphingosine biosynthetic process	Biological Process
CSH1-10g47283	GO:0046514	ceramide catabolic process	Biological Process
CSH1-10g47284			
CSH1-10g47286			
CSH1-10g47308			
CSH1-10g47311			
CSH1-10g47317			
CSH1-10g47318			
CSH1-10g47341			
CSH1-10g47344			
CSH1-10g47347	GO:0048046	apoplast	Cellular Component
CSH1-10g47357			
CSH1-10g47358			
CSH1-10g47361	GO:0008270	zinc ion binding	Molecular Function
CSH1-10g47361	GO:0016567	protein ubiquitination	Biological Process
CSH1-10g47361	GO:0140096	catalytic activity, acting on a protein	Molecular Function
CSH1-10g47367			
CSH1-10g47378			
CSH1-10g47379	GO:0016020	membrane	Cellular Component
CSH1-10g47391			
CSH1-10g47393			
CSH1-10g47412			
CSH1-10g47414			
CSH1-10g47417			
CSH1-10g47421			
CSH1-10g47422			
CSH1-10g47427			
CSH1-10g47435	GO:0003824	catalytic activity	Molecular Function
CSH1-10g47439	GO:0016020	membrane	Cellular Component
CSH1-10g47441	GO:0000723	telomere maintenance	Biological Process
CSH1-10g47441	GO:0003678	DNA helicase activity	Molecular Function
CSH1-10g47441	GO:0005524	ATP binding	Molecular Function
CSH1-10g47441	GO:0006281	DNA repair	Biological Process
CSH1-10g47441	GO:0006310	DNA recombination	Biological Process
CSH1-10g47441	GO:0016787	hydrolase activity	Molecular Function
CSH1-10g47444			
CSH1-10g47459	GO:0009908	flower development	Biological Process
CSH1-10g47459	GO:0030154	cell differentiation	Biological Process
CSH1-10g47463			
CSH1-10g47473			
CSH1-10g47484			
CSH1-10g47489			
CSH1-10g47491			
CSH1-10g47493			
CSH1-10g47497			
CSH1-10g47500	GO:0008270	zinc ion binding	Molecular Function
CSH1-10g47502			
CSH1-10g47503	GO:0004497	monooxygenase activity	Molecular Function
CSH1-10g47503	GO:0005506	iron ion binding	Molecular Function
CSH1-10g47503	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	Molecular Function
CSH1-10g47503	GO:0020037	heme binding	Molecular Function
CSH1-10g47507			
CSH1-10g47512			
CSH1-10g47520			
CSH1-10g47521			
CSH1-10g47528			
CSH1-10g47549	GO:0007064	mitotic sister chromatid cohesion	Biological Process
CSH1-10g47549	GO:0008080	N-acetyltransferase activity	Molecular Function
CSH1-10g47549	GO:0031415	NatA complex	Cellular Component
CSH1-10g47551			
CSH1-10g47552			
CSH1-10g47581			
CSH1-10g47583			
CSH1-10g47587			
CSH1-10g47594			
CSH1-10g47596			
CSH1-10g47597			
CSH1-10g47601			
CSH1-10g47603	GO:0000226	microtubule cytoskeleton organization	Biological Process
CSH1-10g47603	GO:0005737	cytoplasm	Cellular Component
CSH1-10g47607			
CSH1-10g47610			
CSH1-10g47611			
CSH1-10g47616	GO:0003824	catalytic activity	Molecular Function
CSH1-10g47617	GO:0003676	nucleic acid binding	Molecular Function
CSH1-10g47617	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-10g47630			
CSH1-10g47634			
CSH1-10g47645			
CSH1-10g47647			
CSH1-10g47653			
CSH1-10g47661			
CSH1-10g47665			
CSH1-10g47673	GO:0046983	protein dimerization activity	Molecular Function
CSH1-10g47675			
CSH1-10g47680	GO:0005829	cytosol	Cellular Component
CSH1-10g47686			
CSH1-10g47688	GO:0001172	RNA-templated transcription	Biological Process
CSH1-10g47688	GO:0003723	RNA binding	Molecular Function
CSH1-10g47688	GO:0003968	RNA-directed RNA polymerase activity	Molecular Function
CSH1-10g47688	GO:0004439	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	Molecular Function
CSH1-10g47688	GO:0005730	nucleolus	Cellular Component
CSH1-10g47688	GO:0005886	plasma membrane	Cellular Component
CSH1-10g47688	GO:0009651	response to salt stress	Biological Process
CSH1-10g47688	GO:0009733	response to auxin	Biological Process
CSH1-10g47688	GO:0009737	response to abscisic acid	Biological Process
CSH1-10g47688	GO:0009753	response to jasmonic acid	Biological Process
CSH1-10g47688	GO:0010073	meristem maintenance	Biological Process
CSH1-10g47688	GO:0022857	transmembrane transporter activity	Molecular Function
CSH1-10g47688	GO:0030684	preribosome	Cellular Component
CSH1-10g47688	GO:0031047	regulatory ncRNA-mediated gene silencing	Biological Process
CSH1-10g47688	GO:0034485	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity	Molecular Function
CSH1-10g47688	GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	Biological Process
CSH1-10g47688	GO:0043813	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity	Molecular Function
CSH1-10g47688	GO:0046856	phosphatidylinositol dephosphorylation	Biological Process
CSH1-10g47688	GO:0055085	transmembrane transport	Biological Process
CSH1-10g47694	GO:0008270	zinc ion binding	Molecular Function
CSH1-10g47694	GO:0010073	meristem maintenance	Biological Process
CSH1-10g47698	GO:0000785	chromatin	Cellular Component
CSH1-10g47698	GO:0003677	DNA binding	Molecular Function
CSH1-10g47698	GO:0005634	nucleus	Cellular Component
CSH1-10g47698	GO:0006338	chromatin remodeling	Biological Process
CSH1-10g47698	GO:0008270	zinc ion binding	Molecular Function
CSH1-10g47698	GO:0010468	regulation of gene expression	Biological Process
CSH1-10g47698	GO:0032452	histone demethylase activity	Molecular Function
CSH1-10g47716	GO:0005634	nucleus	Cellular Component
CSH1-10g47716	GO:0008270	zinc ion binding	Molecular Function
CSH1-10g47716	GO:0008409	5'-3' exonuclease activity	Molecular Function
CSH1-10g47716	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	Molecular Function
CSH1-10g47716	GO:0017108	5'-flap endonuclease activity	Molecular Function
CSH1-10g47716	GO:0036297	interstrand cross-link repair	Biological Process
CSH1-10g47716	GO:0070336	flap-structured DNA binding	Molecular Function
CSH1-10g47719			
CSH1-10g47722	GO:0004190	aspartic-type endopeptidase activity	Molecular Function
CSH1-10g47724	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-10g47724	GO:0005524	ATP binding	Molecular Function
CSH1-10g47724	GO:0016020	membrane	Cellular Component
CSH1-10g47724	GO:0030246	carbohydrate binding	Molecular Function
CSH1-10g47724	GO:0048544	recognition of pollen	Biological Process
CSH1-10g47728			
CSH1-10g47742			
CSH1-10g47747			
CSH1-10g47758			
CSH1-10g47759			
CSH1-10g47761			
CSH1-10g47762	GO:0009699	phenylpropanoid biosynthetic process	Biological Process
CSH1-10g47762	GO:0048046	apoplast	Cellular Component
CSH1-10g47773			
CSH1-10g47778			
CSH1-10g47781	GO:0016746	acyltransferase activity	Molecular Function
CSH1-10g47786			
CSH1-10g47787			
CSH1-10g47789			
CSH1-10g47795			
CSH1-10g47797			
CSH1-10g47811			
CSH1-10g47831			
CSH1-10g47832	GO:0000976	transcription cis-regulatory region binding	Molecular Function
CSH1-10g47832	GO:0005634	nucleus	Cellular Component
CSH1-10g47832	GO:0006355	regulation of DNA-templated transcription	Biological Process
CSH1-10g47833			
CSH1-10g47834			
CSH1-10g47849			
CSH1-10g47850			
CSH1-10g47857			
CSH1-10g47861			
CSH1-10g47869			
CSH1-10g47877			
CSH1-10g47878			
CSH1-10g47879			
CSH1-10g47885			
CSH1-10g47886			
CSH1-10g47890			
CSH1-10g47902			
CSH1-10g47905			
CSH1-10g47908			
CSH1-10g47910	GO:0008270	zinc ion binding	Molecular Function
CSH1-10g47918	GO:0005737	cytoplasm	Cellular Component
CSH1-10g47933			
CSH1-10g47935			
CSH1-10g47936			
CSH1-10g47941	GO:0000398	mRNA splicing, via spliceosome	Biological Process
CSH1-10g47941	GO:0005783	endoplasmic reticulum	Cellular Component
CSH1-10g47941	GO:0016020	membrane	Cellular Component
CSH1-10g47941	GO:0030134	COPII-coated ER to Golgi transport vesicle	Cellular Component
CSH1-10g47941	GO:0046907	intracellular transport	Biological Process
CSH1-10g47951			
CSH1-10g47952			
CSH1-10g47954			
CSH1-10g47959			
CSH1-10g47965			
CSH1-10g47982	GO:0003677	DNA binding	Molecular Function
CSH1-10g47982	GO:0005634	nucleus	Cellular Component
CSH1-10g47990			
CSH1-10g47991			
CSH1-10g47992			
CSH1-10g48008			
CSH1-10g48009			
CSH1-10g48015			
CSH1-10g48016			
CSH1-10g48017			
CSH1-10g48018			
CSH1-10g48022			
CSH1-10g48024			
CSH1-10g48027			
CSH1-10g48028			
CSH1-10g48031	GO:0048046	apoplast	Cellular Component
CSH1-10g48032	GO:0048046	apoplast	Cellular Component
CSH1-10g48034	GO:0048046	apoplast	Cellular Component
CSH1-10g48035	GO:0048046	apoplast	Cellular Component
CSH1-10g48036	GO:0048046	apoplast	Cellular Component
CSH1-10g48038	GO:0048046	apoplast	Cellular Component
CSH1-10g48044			
CSH1-10g48045			
CSH1-10g48046			
CSH1-10g48054			
CSH1-10g48056			
CSH1-10g48057			
CSH1-10g48058			
CSH1-10g48059			
CSH1-10g48063			
CSH1-10g48078			
CSH1-10g48090			
CSH1-10g48094			
CSH1-10g48097			
CSH1-10g48101			
CSH1-10g48102			
CSH1-10g48103	GO:0016020	membrane	Cellular Component
CSH1-10g48104	GO:0010223	secondary shoot formation	Biological Process
CSH1-10g48104	GO:1901601	strigolactone biosynthetic process	Biological Process
CSH1-10g48112			
CSH1-10g48125			
CSH1-10g48143			
CSH1-10g48157	GO:0003723	RNA binding	Molecular Function
CSH1-10g48157	GO:0005685	U1 snRNP	Cellular Component
CSH1-10g48157	GO:0008483	transaminase activity	Molecular Function
CSH1-10g48157	GO:0009693	ethylene biosynthetic process	Biological Process
CSH1-10g48157	GO:0009835	fruit ripening	Biological Process
CSH1-10g48157	GO:0016847	1-aminocyclopropane-1-carboxylate synthase activity	Molecular Function
CSH1-10g48157	GO:0030170	pyridoxal phosphate binding	Molecular Function
CSH1-10g48157	GO:0042218	1-aminocyclopropane-1-carboxylate biosynthetic process	Biological Process
CSH1-10g48157	GO:0045292	mRNA cis splicing, via spliceosome	Biological Process
CSH1-10g48157	GO:0071004	U2-type prespliceosome	Cellular Component
CSH1-10g48165			
CSH1-10g48167	GO:0000723	telomere maintenance	Biological Process
CSH1-10g48167	GO:0003678	DNA helicase activity	Molecular Function
CSH1-10g48167	GO:0005524	ATP binding	Molecular Function
CSH1-10g48167	GO:0006281	DNA repair	Biological Process
CSH1-10g48167	GO:0006310	DNA recombination	Biological Process
CSH1-10g48167	GO:0016787	hydrolase activity	Molecular Function
CSH1-10g48194			
CSH1-10g48200			
CSH1-10g48215			
CSH1-10g48224			
CSH1-10g48231			
CSH1-10g48235			
CSH1-10g48243	GO:0003723	RNA binding	Molecular Function
CSH1-10g48243	GO:0005524	ATP binding	Molecular Function
CSH1-10g48243	GO:0005743	mitochondrial inner membrane	Cellular Component
CSH1-10g48243	GO:0006357	regulation of transcription by RNA polymerase II	Biological Process
CSH1-10g48243	GO:0006784	heme A biosynthetic process	Biological Process
CSH1-10g48243	GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	Molecular Function
CSH1-10g48243	GO:0016653	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor	Molecular Function
CSH1-10g48243	GO:0046872	metal ion binding	Molecular Function
CSH1-10g48243	GO:0051301	cell division	Biological Process
CSH1-10g48247			
CSH1-10g48252			
CSH1-10g48257			
CSH1-10g48260			
CSH1-10g48261			
CSH1-10g48264			
CSH1-10g48265			
CSH1-10g48267			
CSH1-10g48272	GO:0071470	cellular response to osmotic stress	Biological Process
CSH1-10g48275	GO:0003676	nucleic acid binding	Molecular Function
CSH1-10g48275	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-10g48276			
CSH1-10g48283	GO:0008270	zinc ion binding	Molecular Function
CSH1-10g48303			
CSH1-10g48324	GO:0005829	cytosol	Cellular Component
CSH1-10g48328			
CSH1-10g48329			
CSH1-10g48332	GO:0003824	catalytic activity	Molecular Function
CSH1-10g48332	GO:0008270	zinc ion binding	Molecular Function
CSH1-10g48362	GO:0004864	protein phosphatase inhibitor activity	Molecular Function
CSH1-10g48363	GO:0004864	protein phosphatase inhibitor activity	Molecular Function
CSH1-10g48368	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-10g48368	GO:0005524	ATP binding	Molecular Function
CSH1-10g48368	GO:0016020	membrane	Cellular Component
CSH1-10g48368	GO:0048544	recognition of pollen	Biological Process
CSH1-10g48371			
CSH1-10g48373	GO:0016020	membrane	Cellular Component
CSH1-10g48374			
CSH1-10g48379	GO:0016020	membrane	Cellular Component
CSH1-10g48386			
CSH1-10g48390	GO:0008270	zinc ion binding	Molecular Function
CSH1-10g48390	GO:0016020	membrane	Cellular Component
CSH1-10g48390	GO:0016567	protein ubiquitination	Biological Process
CSH1-10g48390	GO:0016740	transferase activity	Molecular Function
CSH1-10g48391	GO:0008270	zinc ion binding	Molecular Function
CSH1-10g48391	GO:0016020	membrane	Cellular Component
CSH1-10g48391	GO:0016567	protein ubiquitination	Biological Process
CSH1-10g48391	GO:0016740	transferase activity	Molecular Function
CSH1-10g48391	GO:0031625	ubiquitin protein ligase binding	Molecular Function
CSH1-10g48403			
CSH1-10g48406			
CSH1-10g48407			
CSH1-10g48412	GO:0005737	cytoplasm	Cellular Component
CSH1-10g48413			
CSH1-10g48425			
CSH1-10g48426			
CSH1-10g48431	GO:0016020	membrane	Cellular Component
CSH1-10g48434			
CSH1-10g48435			
CSH1-10g48442			
CSH1-10g48444	GO:0003824	catalytic activity	Molecular Function
CSH1-10g48444	GO:0005488	binding	Molecular Function
CSH1-10g48444	GO:0008152	metabolic process	Biological Process
CSH1-10g48451			
CSH1-10g48453			
CSH1-10g48456			
CSH1-10g48510	GO:0004519	endonuclease activity	Molecular Function
CSH1-10g48527			
CSH1-10g48536	GO:0016020	membrane	Cellular Component
CSH1-10g48536	GO:0016787	hydrolase activity	Molecular Function
CSH1-10g48537	GO:0016020	membrane	Cellular Component
CSH1-10g48537	GO:0016787	hydrolase activity	Molecular Function
CSH1-10g48570	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	Molecular Function
CSH1-10g48570	GO:0005634	nucleus	Cellular Component
CSH1-10g48570	GO:0006284	base-excision repair	Biological Process
CSH1-10g48570	GO:0008081	phosphoric diester hydrolase activity	Molecular Function
CSH1-10g48570	GO:0008311	double-stranded DNA 3'-5' DNA exonuclease activity	Molecular Function
CSH1-10g48570	GO:0046872	metal ion binding	Molecular Function
CSH1-10g48577			
CSH1-7g32688	GO:0000293	ferric-chelate reductase activity	Molecular Function
CSH1-7g32688	GO:0005886	plasma membrane	Cellular Component
CSH1-7g32692			
CSH1-7g32698			
CSH1-7g32703			
CSH1-7g32706			
CSH1-7g32728			
CSH1-7g32734			
CSH1-7g32747	GO:0016020	membrane	Cellular Component
CSH1-7g32760			
CSH1-7g32764	GO:0005975	carbohydrate metabolic process	Biological Process
CSH1-7g32764	GO:0042973	glucan endo-1,3-beta-D-glucosidase activity	Molecular Function
CSH1-7g32771	GO:0003677	DNA binding	Molecular Function
CSH1-7g32771	GO:0004519	endonuclease activity	Molecular Function
CSH1-7g32771	GO:0006281	DNA repair	Biological Process
CSH1-7g32779			
CSH1-7g32780	GO:0005634	nucleus	Cellular Component
CSH1-7g32780	GO:0006950	response to stress	Biological Process
CSH1-7g32789			
CSH1-7g32807	GO:0003676	nucleic acid binding	Molecular Function
CSH1-7g32807	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-7g32812			
CSH1-7g32819			
CSH1-7g32834			
CSH1-7g32844	GO:0003924	GTPase activity	Molecular Function
CSH1-7g32844	GO:0005525	GTP binding	Molecular Function
CSH1-7g32844	GO:0012505	endomembrane system	Cellular Component
CSH1-7g32844	GO:0016192	vesicle-mediated transport	Biological Process
CSH1-7g32848	GO:0005524	ATP binding	Molecular Function
CSH1-7g32848	GO:0015629	actin cytoskeleton	Cellular Component
CSH1-7g32848	GO:0016020	membrane	Cellular Component
CSH1-7g32850	GO:0005524	ATP binding	Molecular Function
CSH1-7g32850	GO:0006744	ubiquinone biosynthetic process	Biological Process
CSH1-7g32850	GO:0008289	lipid binding	Molecular Function
CSH1-7g32850	GO:0015629	actin cytoskeleton	Cellular Component
CSH1-7g32850	GO:0016020	membrane	Cellular Component
CSH1-7g32857	GO:0005886	plasma membrane	Cellular Component
CSH1-7g32859			
CSH1-7g32882	GO:0003723	RNA binding	Molecular Function
CSH1-7g32886			
CSH1-7g32887			
CSH1-7g32918			
CSH1-7g32937	GO:0004518	nuclease activity	Molecular Function
CSH1-7g32937	GO:0005634	nucleus	Cellular Component
CSH1-7g32937	GO:0046872	metal ion binding	Molecular Function
CSH1-7g32947			
CSH1-7g32950			
CSH1-7g32954			
CSH1-7g32957			
CSH1-7g32960			
CSH1-7g32994	GO:0003677	DNA binding	Molecular Function
CSH1-7g32994	GO:0003729	mRNA binding	Molecular Function
CSH1-7g32994	GO:0008270	zinc ion binding	Molecular Function
CSH1-7g33000			
CSH1-7g33027			
CSH1-7g33034	GO:0016020	membrane	Cellular Component
CSH1-7g33035			
CSH1-7g33044			
CSH1-7g33054			
CSH1-7g33056	GO:0010073	meristem maintenance	Biological Process
CSH1-7g33057	GO:0004252	serine-type endopeptidase activity	Molecular Function
CSH1-7g33057	GO:0005634	nucleus	Cellular Component
CSH1-7g33057	GO:0006508	proteolysis	Biological Process
CSH1-7g33060			
CSH1-7g33062			
CSH1-7g33063			
CSH1-7g33066	GO:0016020	membrane	Cellular Component
CSH1-7g33069			
CSH1-7g33106			
CSH1-7g33107			
CSH1-7g33108			
CSH1-7g33112			
CSH1-7g33113			
CSH1-7g33116	GO:0003824	catalytic activity	Molecular Function
CSH1-7g33118			
CSH1-7g33119			
CSH1-7g33125			
CSH1-7g33141	GO:0016020	membrane	Cellular Component
CSH1-7g33141	GO:0016567	protein ubiquitination	Biological Process
CSH1-7g33147	GO:0003677	DNA binding	Molecular Function
CSH1-7g33151	GO:0016020	membrane	Cellular Component
CSH1-7g33175	GO:0016020	membrane	Cellular Component
